Date,Product_ID,Category,Units_Sold,Unit_Price,Discount,Channel
2025-06-22,P112,Electronics,46,48.24160979040837,0,Organic Search
2025-06-22,P110,Electronics,9,97.0012056826657,0,Meta Ads
2025-06-22,P102,Electronics,49,84.09577330542818,0,Organic Search
2025-06-22,P114,Electronics,33,111.08137691430835,0,Google Ads
2025-06-22,P118,Electronics,36,43.81038354627168,10,Google Ads
2025-06-22,P103,Furniture,47,117.72725264096995,15,Organic Search
2025-06-22,P104,Furniture,23,51.30964033309462,5,Google Ads
2025-06-22,P106,Furniture,5,57.02228896421556,5,Meta Ads
2025-06-22,P111,Furniture,46,17.70580787025687,5,Meta Ads
2025-06-22,P114,Furniture,45,35.800029255630406,0,Email
2025-06-22,P115,Furniture,27,58.80530894928053,0,Meta Ads
2025-06-22,P113,Furniture,29,98.70716262077009,5,Meta Ads
2025-06-29,P109,Home Decor,39,78.25719140649171,0,Google Ads
2025-06-29,P103,Home Decor,25,102.66945659791239,15,Google Ads
2025-06-29,P117,Home Decor,6,112.27869878539941,0,Google Ads
2025-06-29,P111,Home Decor,22,105.085284546081,5,Meta Ads
2025-06-29,P116,Home Decor,48,47.93918376546685,0,Google Ads
2025-06-29,P110,Home Decor,17,74.45257665402474,0,Meta Ads
2025-06-29,P115,Kitchen,11,28.856358560515982,0,Google Ads
2025-06-29,P108,Kitchen,17,102.39817166440447,10,Google Ads
2025-06-29,P117,Kitchen,25,24.19708622762437,0,Google Ads
2025-06-29,P104,Kitchen,33,80.77798706607734,0,Meta Ads
2025-06-29,P116,Kitchen,11,20.385854143027636,0,Meta Ads
2025-06-29,P105,Kitchen,19,56.430093108487,0,Email
2025-06-29,P113,Outdoor,41,94.8168976279667,0,Meta Ads
2025-06-29,P120,Outdoor,40,57.81015591984865,0,Email
2025-06-29,P118,Outdoor,40,76.40805632733262,0,Google Ads
2025-06-29,P102,Outdoor,33,51.20584881334783,0,Google Ads
2025-06-29,P115,Outdoor,43,26.6694004698613,5,Google Ads
2025-06-29,P120,Outdoor,24,85.67467374567778,10,Email
2025-06-29,P118,Outdoor,27,92.48484947674717,0,Google Ads
2025-06-29,P104,Electronics,38,18.152239875652548,0,Google Ads
2025-06-29,P107,Electronics,46,98.35090091034417,5,Google Ads
2025-06-29,P119,Electronics,36,80.0359467834827,0,Organic Search
2025-06-29,P102,Electronics,28,74.24434075187628,10,Email
2025-06-29,P114,Electronics,35,87.35420364356412,10,Google Ads
2025-06-29,P104,Electronics,16,19.214580203963486,10,Email
2025-06-29,P101,Furniture,46,98.1036717933995,5,Email
2025-06-29,P104,Furniture,30,45.22228637941862,0,Google Ads
2025-06-29,P111,Furniture,16,30.936418034365715,10,Organic Search
2025-06-29,P102,Furniture,6,75.41271317855535,0,Email
2025-06-29,P106,Furniture,36,38.758605150334546,5,Google Ads
2025-06-29,P108,Furniture,45,83.48471207890628,0,Meta Ads
2025-06-29,P116,Furniture,24,88.64524498376745,0,Google Ads
2025-06-29,P116,Furniture,30,77.38489558942804,0,Meta Ads
